
-------------------------------
number of philos 5
[574]: 2 is thinking
[574]: 2 is sleeping
[575]: 3 is thinking
[575]: 3 is sleeping
[575]: 5 is thinking
[575]: 5 is sleeping
[575]: 4 is thinking
[575]: 4 is sleeping
[575]: 1 is thinking
[575]: 1 is sleeping
[576]: 2 is thinking
[576]: 2 is sleeping
[576]: 3 is thinking
[576]: 3 is sleeping
[576]: 5 is thinking
[576]: 5 is sleeping
[576]: 4 is thinking
[576]: 4 is sleeping
[577]: 1 is thinking
[577]: 1 is sleeping
[577]: 2 is thinking
[577]: 2 is sleeping
[577]: 3 is thinking
[577]: 3 is sleeping
[577]: 5 is thinking
[577]: 5 is sleeping
[578]: 4 is thinking
[578]: 4 is sleeping
[578]: 1 is thinking
[578]: 1 is sleeping
[578]: 2 is thinking
[578]: 2 is sleeping
[578]: 3 is thinking
[578]: 3 is sleeping
[579]: 5 is thinking
[579]: 5 is sleeping
[579]: 4 is thinking
[579]: 4 is sleeping
[579]: 1 is thinking
[579]: 1 is sleeping
[579]: 2 is thinking
[579]: 2 is sleeping
[580]: 3 is thinking
[580]: 3 is sleeping
[580]: 5 is thinking
[580]: 5 is sleeping
[580]: 4 is thinking
[580]: 4 is sleeping
[580]: 1 is thinking
[580]: 1 is sleeping
[581]: 2 is thinking
[581]: 2 is sleeping
[581]: 3 is thinking
[581]: 3 is sleeping
[581]: 5 is thinking
[581]: 5 is sleeping
[582]: 4 is thinking
[582]: 4 is sleeping
[582]: 1 is thinking
[582]: 1 is sleeping
[582]: 2 is thinking
[582]: 2 is sleeping
[582]: 3 is thinking
[582]: 3 is sleeping
[583]: 5 is thinking
[583]: 5 is sleeping
[583]: 4 is thinking
[583]: 4 is sleeping
[583]: 1 is thinking
[583]: 1 is sleeping
[583]: 2 is thinking
[583]: 2 is sleeping
[584]: 3 is thinking
[584]: 3 is sleeping
[584]: 5 is thinking
[584]: 5 is sleeping
[584]: 4 is thinking
[584]: 4 is sleeping
[584]: 1 is thinking
[584]: 1 is sleeping
[585]: 2 is thinking
[585]: 2 is sleeping
[585]: 3 is thinking
[585]: 3 is sleeping
[585]: 5 is thinking
[585]: 5 is sleeping
[585]: 4 is thinking
[585]: 4 is sleeping
[586]: 1 is thinking
[586]: 1 is sleeping
[586]: 2 is thinking
[586]: 2 is sleeping
[586]: 2 is thinking
[586]: 2 is sleeping
[586]: 5 is thinking
[586]: 5 is sleeping
[587]: 4 is thinking
[587]: 4 is sleeping
[587]: 1 is thinking
[587]: 1 is sleeping
[587]: 1 is thinking
[587]: 1 is sleeping
[587]: 2 is thinking
[587]: 2 is sleeping
[588]: 5 is thinking
[588]: 5 is sleeping
[588]: 4 is thinking
[588]: 4 is sleeping
[588]: 3 is thinking
[588]: 3 is sleeping
[588]: 3 is thinking
[588]: 3 is sleeping
[589]: 2 is thinking
[589]: 2 is sleeping
[589]: 5 is thinking
[589]: 5 is sleeping
[589]: 4 is thinking
[589]: 4 is sleeping
[590]: 1 is thinking
[590]: 1 is sleeping
[590]: 1 is thinking
[590]: 1 is sleeping
[590]: 2 is thinking
[590]: 2 is sleeping
[590]: 5 is thinking
[590]: 5 is sleeping
[591]: 4 is thinking
[591]: 4 is sleeping
[591]: 3 is thinking
[591]: 3 is sleeping
[591]: 3 is thinking
[591]: 3 is sleeping
[591]: 2 is thinking
[591]: 2 is sleeping
[592]: 5 is thinking
[592]: 5 is sleeping
[592]: 4 is thinking
[592]: 4 is sleeping
[592]: 1 is thinking
[592]: 1 is sleeping
[592]: 1 is thinking
[592]: 1 is sleeping
[593]: 2 is thinking
[593]: 2 is sleeping
[593]: 5 is thinking
[593]: 5 is sleeping
[593]: 4 is thinking
[593]: 4 is sleeping
[593]: 3 is thinking
[593]: 3 is sleeping
[594]: 3 is thinking
[594]: 3 is sleeping
[594]: 2 is thinking
[594]: 2 is sleeping
[594]: 5 is thinking
[594]: 5 is sleeping
[594]: 4 is thinking
[594]: 4 is sleeping
[595]: 1 is thinking
[595]: 1 is sleeping
[595]: 1 is thinking
[595]: 1 is sleeping
[595]: 2 is thinking
[595]: 2 is sleeping
[595]: 5 is thinking
[595]: 5 is sleeping
[596]: 4 is thinking
[596]: 4 is sleeping
[596]: 4 is thinking
[596]: 4 is sleeping
[596]: 1 is thinking
[596]: 1 is sleeping
[596]: 2 is thinking
[596]: 2 is sleeping
[597]: 5 is thinking
[597]: 5 is sleeping
[597]: 3 is thinking
[597]: 3 is sleeping
[597]: 3 is thinking
[597]: 3 is sleeping
[598]: 1 is thinking
[598]: 1 is sleeping
[598]: 2 is thinking
[598]: 2 is sleeping
[598]: 5 is thinking
[598]: 5 is sleeping
[598]: 4 is thinking
[598]: 4 is sleeping
[599]: 4 is thinking
[599]: 4 is sleeping
[599]: 1 is thinking
[599]: 1 is sleeping
[599]: 2 is thinking
[599]: 2 is sleeping
[599]: 5 is thinking
[599]: 5 is sleeping
[600]: 3 is thinking
[600]: 3 is sleeping
[600]: 3 is thinking
[600]: 3 is sleeping
[600]: 1 is thinking
[600]: 1 is sleeping
[600]: 2 is thinking
[600]: 2 is sleeping
[601]: 5 is thinking
[601]: 5 is sleeping
[601]: 4 is thinking
[601]: 4 is sleeping
[601]: 4 is thinking
[601]: 4 is sleeping
[601]: 1 is thinking
[601]: 1 is sleeping
[602]: 2 is thinking
[602]: 2 is sleeping
[602]: 5 is thinking
[602]: 5 is sleeping
[602]: 3 is thinking
[602]: 3 is sleeping
[602]: 3 is thinking
[602]: 3 is sleeping
[603]: 1 is thinking
[603]: 1 is sleeping
[603]: 2 is thinking
[603]: 2 is sleeping
[603]: 5 is thinking
[603]: 5 is sleeping
[603]: 5 is thinking
[603]: 5 is sleeping
[604]: 3 is thinking
[604]: 3 is sleeping
[604]: 1 is thinking
[604]: 1 is sleeping
[604]: 2 is thinking
[604]: 2 is sleeping
[604]: 4 is thinking
[604]: 4 is sleeping
[605]: 4 is thinking
[605]: 4 is sleeping
[605]: 3 is thinking
[605]: 3 is sleeping
[605]: 1 is thinking
[605]: 1 is sleeping
[606]: 2 is thinking
[606]: 2 is sleeping
[606]: 5 is thinking
[606]: 5 is sleeping
[606]: 5 is thinking
[606]: 5 is sleeping
[606]: 3 is thinking
[606]: 3 is sleeping
[607]: 1 is thinking
[607]: 1 is sleeping
[607]: 2 is thinking
[607]: 2 is sleeping
[607]: 2 is thinking
[607]: 2 is sleeping
[607]: 5 is thinking
[607]: 5 is sleeping
[608]: 3 is thinking
[608]: 3 is sleeping
[608]: 1 is thinking
[608]: 1 is sleeping
[608]: 4 is thinking
[608]: 4 is sleeping
[608]: 4 is thinking
[608]: 4 is sleeping
[609]: 5 is thinking
[609]: 5 is sleeping
[609]: 3 is thinking
[609]: 3 is sleeping
[609]: 1 is thinking
[609]: 1 is sleeping
[609]: 2 is thinking
[609]: 2 is sleeping
[610]: 4 is thinking
[610]: 4 is sleeping
[610]: 5 is thinking
[610]: 5 is sleeping
[610]: 3 is thinking
[610]: 3 is sleeping
[610]: 1 is thinking
[610]: 1 is sleeping
[611]: 2 is thinking
[611]: 2 is sleeping
[611]: 4 is thinking
[611]: 4 is sleeping
[611]: 5 is thinking
[611]: 5 is sleeping
[611]: 3 is thinking
[611]: 3 is sleeping
[612]: 1 is thinking
[612]: 1 is sleeping
[612]: 2 is thinking
[612]: 2 is sleeping
[612]: 4 is thinking
[612]: 4 is sleeping
[613]: 5 is thinking
[613]: 5 is sleeping
[613]: 3 is thinking
[613]: 3 is sleeping
[613]: 1 is thinking
[613]: 1 is sleeping
[613]: 2 is thinking
[613]: 2 is sleeping
[614]: 4 is thinking
[614]: 4 is sleeping
[614]: 5 is thinking
[614]: 5 is sleeping
[614]: 3 is thinking
[614]: 3 is sleeping
[614]: 1 is thinking
[614]: 1 is sleeping
[615]: 2 is thinking
[615]: 2 is sleeping
[615]: 4 is thinking
[615]: 4 is sleeping
[615]: 5 is thinking
[615]: 5 is sleeping
[615]: 3 is thinking
[615]: 3 is sleeping
[616]: 1 is thinking
[616]: 1 is sleeping
[616]: 2 is thinking
[616]: 2 is sleeping
[616]: 4 is thinking
[616]: 4 is sleeping
[616]: 5 is thinking
[616]: 5 is sleeping
[617]: 3 is thinking
[617]: 3 is sleeping
[617]: 1 is thinking
[617]: 1 is sleeping
[617]: 2 is thinking
[617]: 2 is sleeping
[617]: 4 is thinking
[617]: 4 is sleeping
[618]: 5 is thinking
[618]: 5 is sleeping
[618]: 3 is thinking
[618]: 3 is sleeping
[618]: 1 is thinking
[618]: 1 is sleeping
[618]: 2 is thinking
[618]: 2 is sleeping
[619]: 4 is thinking
[619]: 4 is sleeping
[619]: 5 is thinking
[619]: 5 is sleeping
[619]: 3 is thinking
[619]: 3 is sleeping
[619]: 1 is thinking
[619]: 1 is sleeping
[620]: 2 is thinking
[620]: 2 is sleeping
[620]: 4 is thinking
[620]: 4 is sleeping
[620]: 5 is thinking
[620]: 5 is sleeping
[620]: 3 is thinking
[620]: 3 is sleeping
[621]: 1 is thinking
[621]: 1 is sleeping
[621]: 2 is thinking
[621]: 2 is sleeping
[621]: 4 is thinking
[621]: 4 is sleeping
[622]: 5 is thinking
[622]: 5 is sleeping
[622]: 3 is thinking
[622]: 3 is sleeping
[622]: 1 is thinking
[622]: 1 is sleeping
[622]: 2 is thinking
[622]: 2 is sleeping
[623]: 4 is thinking
[623]: 4 is sleeping
[623]: 5 is thinking
[623]: 5 is sleeping
[623]: 3 is thinking
[623]: 3 is sleeping
[623]: 1 is thinking
[623]: 1 is sleeping
[624]: 2 is thinking
[624]: 2 is sleeping
[624]: 4 is thinking
[624]: 4 is sleeping
[624]: 5 is thinking
[624]: 5 is sleeping
[624]: 3 is thinking
[624]: 3 is sleeping
[625]: 1 is thinking
[625]: 1 is sleeping
[625]: 2 is thinking
[625]: 2 is sleeping
[625]: 4 is thinking
[625]: 4 is sleeping
[625]: 5 is thinking
[625]: 5 is sleeping
[626]: 3 is thinking
[626]: 3 is sleeping
[626]: 1 is thinking
[626]: 1 is sleeping
[626]: 2 is thinking
[626]: 2 is sleeping
[626]: 4 is thinking
[626]: 4 is sleeping
[627]: 5 is thinking
[627]: 5 is sleeping
[627]: 3 is thinking
[627]: 3 is sleeping
[627]: 1 is thinking
[627]: 1 is sleeping
[627]: 2 is thinking
[627]: 2 is sleeping
[628]: 4 is thinking
[628]: 4 is sleeping
[628]: 5 is thinking
[628]: 5 is sleeping
[628]: 3 is thinking
[628]: 3 is sleeping
[628]: 1 is thinking
[628]: 1 is sleeping
[629]: 2 is thinking
[629]: 2 is sleeping
[629]: 4 is thinking
[629]: 4 is sleeping
[629]: 5 is thinking
[629]: 5 is sleeping
[629]: 3 is thinking
[629]: 3 is sleeping
[630]: 1 is thinking
[630]: 1 is sleeping
[630]: 2 is thinking
[630]: 2 is sleeping
[630]: 4 is thinking
[630]: 4 is sleeping
[630]: 5 is thinking
[631]: 5 is sleeping
[631]: 3 is thinking
[631]: 3 is sleeping
[631]: 1 is thinking
[631]: 1 is sleeping
[631]: 2 is thinking
[631]: 2 is sleeping
[632]: 4 is thinking
[632]: 4 is sleeping
[632]: 5 is thinking
[632]: 5 is sleeping
[632]: 3 is thinking
[632]: 3 is sleeping
[632]: 1 is thinking
[632]: 1 is sleeping
[633]: 2 is thinking
[633]: 2 is sleeping
[633]: 4 is thinking
[633]: 4 is sleeping
[633]: 5 is thinking
[633]: 5 is sleeping
[633]: 3 is thinking
[633]: 3 is sleeping
[634]: 1 is thinking
[634]: 1 is sleeping
[634]: 2 is thinking
[634]: 2 is sleeping
[634]: 4 is thinking
[634]: 4 is sleeping
[634]: 5 is thinking
[634]: 5 is sleeping
[635]: 3 is thinking
[635]: 3 is sleeping
[635]: 1 is thinking
[635]: 1 is sleeping
[635]: 2 is thinking
[635]: 2 is sleeping
[635]: 4 is thinking
[635]: 4 is sleeping
[636]: 5 is thinking
[636]: 5 is sleeping
[636]: 3 is thinking
[636]: 3 is sleeping
[636]: 1 is thinking
[636]: 1 is sleeping
[636]: 2 is thinking
[636]: 2 is sleeping
[637]: 4 is thinking
[637]: 4 is sleeping
[637]: 5 is thinking
[637]: 5 is sleeping
[637]: 3 is thinking
[637]: 3 is sleeping
[637]: 1 is thinking
[637]: 1 is sleeping
[638]: 2 is thinking
[638]: 2 is sleeping
[638]: 4 is thinking
[638]: 4 is sleeping
[638]: 5 is thinking
[638]: 5 is sleeping
[638]: 3 is thinking
[638]: 3 is sleeping
[639]: 1 is thinking
[639]: 1 is sleeping
[639]: 2 is thinking
[639]: 2 is sleeping
[639]: 4 is thinking
[639]: 4 is sleeping
[639]: 5 is thinking
[639]: 5 is sleeping
[640]: 3 is thinking
[640]: 3 is sleeping
[640]: 1 is thinking
[640]: 1 is sleeping
[640]: 2 is thinking
[640]: 2 is sleeping
[641]: 4 is thinking
[641]: 4 is sleeping
[641]: 5 is thinking
[641]: 5 is sleeping
[641]: 3 is thinking
[641]: 3 is sleeping
[641]: 1 is thinking
[641]: 1 is sleeping
[642]: 2 is thinking
[642]: 2 is sleeping
[642]: 4 is thinking
[642]: 4 is sleeping
[642]: 5 is thinking
[642]: 5 is sleeping
[642]: 3 is thinking
[642]: 3 is sleeping
[643]: 1 is thinking
[643]: 1 is sleeping
[643]: 2 is thinking
[643]: 2 is sleeping
[643]: 4 is thinking
[643]: 4 is sleeping
[643]: 5 is thinking
[643]: 5 is sleeping
[644]: 3 is thinking
[644]: 3 is sleeping
[644]: 1 is thinking
[644]: 1 is sleeping
[644]: 2 is thinking
[644]: 2 is sleeping
[644]: 4 is thinking
[644]: 4 is sleeping
[645]: 5 is thinking
[645]: 5 is sleeping
[645]: 3 is thinking
[645]: 3 is sleeping
[645]: 1 is thinking
[645]: 1 is sleeping
[645]: 2 is thinking
[645]: 2 is sleeping
[646]: 4 is thinking
[646]: 4 is sleeping
[646]: 5 is thinking
[646]: 5 is sleeping
[646]: 3 is thinking
[646]: 3 is sleeping
[646]: 1 is thinking
[646]: 1 is sleeping
[647]: 2 is thinking
[647]: 2 is sleeping
[647]: 4 is thinking
[647]: 4 is sleeping
[647]: 5 is thinking
[647]: 5 is sleeping
[647]: 3 is thinking
[647]: 3 is sleeping
[648]: 1 is thinking
[648]: 1 is sleeping
[648]: 2 is thinking
[648]: 2 is sleeping
[648]: 4 is thinking
[648]: 4 is sleeping
[648]: 5 is thinking
[648]: 5 is sleeping
[649]: 3 is thinking
[649]: 3 is sleeping
[649]: 1 is thinking
[649]: 1 is sleeping
[649]: 2 is thinking
[649]: 2 is sleeping
[650]: 4 is thinking
[650]: 4 is sleeping
[650]: 5 is thinking
[650]: 5 is sleeping
[650]: 3 is thinking
[650]: 3 is sleeping
[650]: 1 is thinking
[650]: 1 is sleeping
[651]: 2 is thinking
[651]: 2 is sleeping
[651]: 4 is thinking
[651]: 4 is sleeping
[651]: 5 is thinking
[651]: 5 is sleeping
[651]: 3 is thinking
[651]: 3 is sleeping
[652]: 1 is thinking
[652]: 1 is sleeping
[652]: 2 is thinking
[652]: 2 is sleeping
[652]: 4 is thinking
[652]: 4 is sleeping
[652]: 5 is thinking
[652]: 5 is sleeping
[653]: 3 is thinking
[653]: 3 is sleeping
[653]: 1 is thinking
[653]: 1 is sleeping
[653]: 2 is thinking
[653]: 2 is sleeping
[653]: 4 is thinking
[653]: 4 is sleeping
[654]: 5 is thinking
[654]: 5 is sleeping
[654]: 3 is thinking
[654]: 3 is sleeping
[654]: 1 is thinking
[654]: 1 is sleeping
[654]: 2 is thinking
[654]: 2 is sleeping
[655]: 4 is thinking
[655]: 4 is sleeping
[655]: 5 is thinking
[655]: 5 is sleeping
[655]: 3 is thinking
[655]: 3 is sleeping
[655]: 1 is thinking
[655]: 1 is sleeping
[656]: 2 is thinking
[656]: 2 is sleeping
[656]: 4 is thinking
[656]: 4 is sleeping
[656]: 5 is thinking
[656]: 5 is sleeping
[656]: 3 is thinking
[656]: 3 is sleeping
[657]: 1 is thinking
[657]: 1 is sleeping
[657]: 2 is thinking
[657]: 2 is sleeping
[657]: 4 is thinking
[657]: 4 is sleeping
[657]: 5 is thinking
[657]: 5 is sleeping
[658]: 3 is thinking
[658]: 3 is sleeping
[658]: 1 is thinking
[658]: 1 is sleeping
[658]: 2 is thinking
[658]: 2 is sleeping
[659]: 4 is thinking
[659]: 4 is sleeping
[659]: 5 is thinking
[659]: 5 is sleeping
[659]: 3 is thinking
[659]: 3 is sleeping
[659]: 1 is thinking
[659]: 1 is sleeping
[660]: 2 is thinking
[660]: 2 is sleeping
[660]: 4 is thinking
[660]: 4 is sleeping
[660]: 5 is thinking
[660]: 5 is sleeping
[660]: 3 is thinking
[660]: 3 is sleeping
[661]: 1 is thinking
[661]: 1 is sleeping
[661]: 2 is thinking
[661]: 2 is sleeping
[661]: 4 is thinking
[661]: 4 is sleeping
[661]: 5 is thinking
[661]: 5 is sleeping
[662]: 3 is thinking
[662]: 3 is sleeping
[662]: 1 is thinking
[662]: 1 is sleeping
[662]: 2 is thinking
[662]: 2 is sleeping
[662]: 4 is thinking
[662]: 4 is sleeping
[663]: 5 is thinking
[663]: 5 is sleeping
[663]: 3 is thinking
[663]: 3 is sleeping
[663]: 1 is thinking
[663]: 1 is sleeping
[663]: 2 is thinking
[663]: 2 is sleeping
[664]: 4 is thinking
[664]: 4 is sleeping
[664]: 5 is thinking
[664]: 5 is sleeping
[664]: 3 is thinking
[664]: 3 is sleeping
[664]: 1 is thinking
[664]: 1 is sleeping
[665]: 2 is thinking
[665]: 2 is sleeping
[665]: 4 is thinking
[665]: 4 is sleeping
[665]: 5 is thinking
[665]: 5 is sleeping
[665]: 3 is thinking
[665]: 3 is sleeping
[666]: 1 is thinking
[666]: 1 is sleeping
[666]: 2 is thinking
[666]: 2 is sleeping
[666]: 4 is thinking
[666]: 4 is sleeping
[666]: 5 is thinking
[666]: 5 is sleeping
[667]: 3 is thinking
[667]: 3 is sleeping
[667]: 1 is thinking
[667]: 1 is sleeping
[667]: 2 is thinking
[667]: 2 is sleeping
[667]: 4 is thinking
[667]: 4 is sleeping
[668]: 5 is thinking
[668]: 5 is sleeping
[668]: 3 is thinking
[668]: 3 is sleeping
[668]: 1 is thinking
[668]: 1 is sleeping
[669]: 2 is thinking
[669]: 2 is sleeping
[669]: 4 is thinking
[669]: 4 is sleeping
[669]: 5 is thinking
[669]: 5 is sleeping
[669]: 3 is thinking
[669]: 3 is sleeping
[670]: 1 is thinking
[670]: 1 is sleeping
[670]: 2 is thinking
[670]: 2 is sleeping
[670]: 4 is thinking
[670]: 4 is sleeping
[670]: 5 is thinking
[670]: 5 is sleeping
[671]: 3 is thinking
[671]: 3 is sleeping
[671]: 1 is thinking
[671]: 1 is sleeping
[671]: 2 is thinking
[671]: 2 is sleeping
[671]: 4 is thinking
[671]: 4 is sleeping
[672]: 5 is thinking
[672]: 5 is sleeping
[672]: 3 is thinking
[672]: 3 is sleeping
[672]: 1 is thinking
[672]: 1 is sleeping
[672]: 2 is thinking
[672]: 2 is sleeping
[673]: 4 is thinking
[673]: 4 is sleeping
[673]: 4 is thinking
[673]: 4 is sleeping
[673]: 3 is thinking
[673]: 3 is sleeping
[673]: 1 is thinking
[673]: 1 is sleeping
[674]: 2 is thinking
[674]: 2 is sleeping
[674]: 5 is thinking
[674]: 5 is sleeping
[674]: 4 is thinking
[674]: 4 is sleeping
[674]: 3 is thinking
[674]: 3 is sleeping
[675]: 1 is thinking
[675]: 1 is sleeping
[675]: 2 is thinking
[675]: 2 is sleeping
[675]: 5 is thinking
[675]: 5 is sleeping
[675]: 4 is thinking
[675]: 4 is sleeping
[676]: 3 is thinking
[676]: 3 is sleeping
[676]: 1 is thinking
[676]: 1 is sleeping
[676]: 2 is thinking
[676]: 2 is sleeping
[676]: 5 is thinking
[676]: 5 is sleeping
[677]: 4 is thinking
[677]: 4 is sleeping
[677]: 3 is thinking
[677]: 3 is sleeping
[677]: 1 is thinking
[677]: 1 is sleeping
[678]: 2 is thinking
[678]: 2 is sleeping
[678]: 5 is thinking
[678]: 5 is sleeping
[678]: 4 is thinking
[678]: 4 is sleeping
[678]: 3 is thinking
[678]: 3 is sleeping
[679]: 1 is thinking
[679]: 1 is sleeping
[679]: 2 is thinking
[679]: 2 is sleeping
[679]: 5 is thinking
[679]: 5 is sleeping
[679]: 4 is thinking
[679]: 4 is sleeping
[680]: 3 is thinking
[680]: 3 is sleeping
[680]: 3 is thinking
[680]: 3 is sleeping
[680]: 2 is thinking
[680]: 2 is sleeping
[680]: 5 is thinking
[680]: 5 is sleeping
[681]: 4 is thinking
[681]: 4 is sleeping
[681]: 1 is thinking
[681]: 1 is sleeping
[681]: 3 is thinking
[681]: 3 is sleeping
[681]: 2 is thinking
[681]: 2 is sleeping
[682]: 5 is thinking
[682]: 5 is sleeping
[682]: 4 is thinking
[682]: 4 is sleeping
[682]: 1 is thinking
[682]: 1 is sleeping
[682]: 3 is thinking
[682]: 3 is sleeping
[683]: 2 is thinking
[683]: 2 is sleeping
[683]: 5 is thinking
[683]: 5 is sleeping
[683]: 4 is thinking
[683]: 4 is sleeping
[684]: 1 is thinking
[684]: 1 is sleeping
[684]: 3 is thinking
[684]: 3 is sleeping
[684]: 2 is thinking
[684]: 2 is sleeping
[684]: 5 is thinking
[684]: 5 is sleeping
[685]: 5 is thinking
[685]: 5 is sleeping
[685]: 1 is thinking
[685]: 1 is sleeping
[685]: 3 is thinking
[685]: 3 is sleeping
[685]: 2 is thinking
[685]: 2 is sleeping
[686]: 4 is thinking
[686]: 4 is sleeping
[686]: 5 is thinking
[686]: 5 is sleeping
[686]: 1 is thinking
[686]: 1 is sleeping
[686]: 3 is thinking
[686]: 3 is sleeping
[687]: 2 is thinking
[687]: 2 is sleeping
[687]: 4 is thinking
[687]: 4 is sleeping
[687]: 5 is thinking
[687]: 5 is sleeping
[687]: 1 is thinking
[687]: 1 is sleeping
[688]: 3 is thinking
[688]: 3 is sleeping
[688]: 2 is thinking
[688]: 2 is sleeping
[688]: 4 is thinking
[688]: 4 is sleeping
[688]: 5 is thinking
[689]: 5 is sleeping
[689]: 1 is thinking
[689]: 1 is sleeping
[689]: 3 is thinking
[689]: 3 is sleeping
[689]: 2 is thinking
[689]: 2 is sleeping
[690]: 4 is thinking
[690]: 4 is sleeping
[690]: 5 is thinking
[690]: 5 is sleeping
[690]: 1 is thinking
[690]: 1 is sleeping
[690]: 3 is thinking
[690]: 3 is sleeping
[691]: 2 is thinking
[691]: 2 is sleeping
[691]: 4 is thinking
[691]: 4 is sleeping
[691]: 5 is thinking
[691]: 5 is sleeping
[691]: 1 is thinking
[691]: 1 is sleeping
[692]: 3 is thinking
[692]: 3 is sleeping
[692]: 2 is thinking
[692]: 2 is sleeping
[692]: 4 is thinking
[692]: 4 is sleeping
[692]: 5 is thinking
[692]: 5 is sleeping
[693]: 5 is thinking
[693]: 5 is sleeping
[693]: 3 is thinking
[693]: 3 is sleeping
[693]: 2 is thinking
[693]: 2 is sleeping
[693]: 4 is thinking
[693]: 4 is sleeping
[694]: 1 is thinking
[694]: 1 is sleeping
[694]: 5 is thinking
[694]: 5 is sleeping
[694]: 3 is thinking
[694]: 3 is sleeping
[694]: 2 is thinking
[694]: 2 is sleeping
[695]: 4 is thinking
[695]: 4 is sleeping
[695]: 1 is thinking
[695]: 1 is sleeping
[695]: 5 is thinking
[695]: 5 is sleeping
[695]: 3 is thinking
[695]: 3 is sleeping
[696]: 2 is thinking
[696]: 2 is sleeping
[696]: 2 is thinking
[696]: 2 is sleeping
[696]: 1 is thinking
[696]: 1 is sleeping
[697]: 5 is thinking
[697]: 5 is sleeping
[697]: 3 is thinking
[697]: 3 is sleeping
[697]: 4 is thinking
[697]: 4 is sleeping
[697]: 2 is thinking
[697]: 2 is sleeping
[698]: 1 is thinking
[698]: 1 is sleeping
[698]: 5 is thinking
[698]: 5 is sleeping
[698]: 3 is thinking
[698]: 3 is sleeping
[698]: 4 is thinking
[698]: 4 is sleeping
[699]: 2 is thinking
[699]: 2 is sleeping
[699]: 1 is thinking
[699]: 1 is sleeping
[699]: 5 is thinking
[699]: 5 is sleeping
[699]: 3 is thinking
[699]: 3 is sleeping
[700]: 4 is thinking
[700]: 4 is sleeping
[700]: 4 is thinking
[700]: 4 is sleeping
[700]: 4 is thinking
[700]: 4 is sleeping
[700]: 5 is thinking
[700]: 5 is sleeping
[701]: 3 is thinking
[701]: 3 is sleeping
[701]: 2 is thinking
[701]: 2 is sleeping
[701]: 1 is thinking
[701]: 1 is sleeping
[701]: 4 is thinking
[701]: 4 is sleeping
[702]: 5 is thinking
[702]: 5 is sleeping
[702]: 3 is thinking
[702]: 3 is sleeping
[702]: 2 is thinking
[702]: 2 is sleeping
[702]: 1 is thinking
[702]: 1 is sleeping
[703]: 4 is thinking
[703]: 4 is sleeping
[703]: 4 is thinking
[703]: 4 is sleeping
[703]: 3 is thinking
[703]: 3 is sleeping
[703]: 3 is thinking
[703]: 3 is sleeping
[704]: 1 is thinking
[704]: 1 is sleeping
[704]: 5 is thinking
[704]: 5 is sleeping
[704]: 5 is thinking
[704]: 5 is sleeping
[704]: 2 is thinking
[704]: 2 is sleeping
[705]: 3 is thinking
[705]: 3 is sleeping
[705]: 1 is thinking
[705]: 1 is sleeping
[705]: 1 is thinking
[705]: 1 is sleeping
[705]: 1 is thinking
[705]: 1 is sleeping
[706]: 1 is thinking
[706]: 1 is sleeping
[706]: 3 is thinking
[706]: 3 is sleeping
[706]: 4 is thinking
[706]: 4 is sleeping
[706]: 4 is thinking
[706]: 4 is sleeping
[707]: 2 is thinking
[707]: 2 is sleeping
[707]: 1 is thinking
[707]: 1 is sleeping
[707]: 3 is thinking
[707]: 3 is sleeping
[708]: 5 is thinking
[708]: 5 is sleeping
[708]: 5 is thinking
[708]: 5 is sleeping
[708]: 5 is thinking
[708]: 5 is sleeping
[708]: 5 is thinking
[708]: 5 is sleeping
[709]: 3 is thinking
[709]: 3 is sleeping
[709]: 4 is thinking
[709]: 4 is sleeping
[709]: 4 is thinking
[709]: 4 is sleeping
[709]: 4 is thinking
[709]: 4 is sleeping
[710]: 4 is thinking
[710]: 4 is sleeping
[710]: 3 is thinking
[710]: 3 is sleeping
[710]: 2 is thinking
[710]: 2 is sleeping
[710]: 2 is thinking
[710]: 2 is sleeping
[711]: 2 is thinking
[711]: 2 is sleeping
[711]: 2 is thinking
[711]: 2 is sleeping
[711]: 3 is thinking
[711]: 3 is sleeping
[711]: 1 is thinking
[711]: 1 is sleeping
[712]: 5 is thinking
[712]: 5 is sleeping
[712]: 4 is thinking
[712]: 4 is sleeping
[712]: 2 is thinking
[712]: 2 is sleeping
[712]: 3 is thinking
[712]: 3 is sleeping
[713]: 1 is thinking
[713]: 1 is sleeping
[713]: 5 is thinking
[713]: 5 is sleeping
[713]: 4 is thinking
[713]: 4 is sleeping
[713]: 2 is thinking
[713]: 2 is sleeping
[714]: 3 is thinking
[714]: 3 is sleeping
[714]: 1 is thinking
[714]: 1 is sleeping
[714]: 5 is thinking
[714]: 5 is sleeping
[715]: 4 is thinking
[715]: 4 is sleeping
[715]: 2 is thinking
[715]: 2 is sleeping
[715]: 3 is thinking
[715]: 3 is sleeping
[715]: 1 is thinking
[715]: 1 is sleeping
[716]: 5 is thinking
[716]: 5 is sleeping
[716]: 4 is thinking
[716]: 4 is sleeping
[716]: 2 is thinking
[716]: 2 is sleeping
[716]: 3 is thinking
[716]: 3 is sleeping
[717]: 1 is thinking
[717]: 1 is sleeping
[717]: 5 is thinking
[717]: 5 is sleeping
[717]: 4 is thinking
[717]: 4 is sleeping
[717]: 2 is thinking
[717]: 2 is sleeping
[718]: 3 is thinking
[718]: 3 is sleeping
[718]: 1 is thinking
[718]: 1 is sleeping
[718]: 5 is thinking
[718]: 5 is sleeping
